ref,pred,bleu
please submit the final result after the inspection . , we are the problem . ,0.35733817274964674
please exchange it to the most things . , do there are it . ,0.43645382979233377
think about me for the whole day . , you are going to korea . ,0.45782273986766686
i d like a cup of water with ice in it . , i have to be in korea . ,0.3960914423407551
please take my uniform instead of me . , do you have to work . ,0.45782273986766686
please bring your passport visa and diploma . , do you have a lot of year . ,0.5946035575013605
please send all documents first except s diploma . , do you have to be . ,0.38753858253732953
please request lacked labels after checking . , do not have a lot . ,0.5408536609893481
please fix some corrections for weird or bad expressions . , do you are . ,0.15777684932819508
high floor quite room and double bed please . , do not have a lot . ,0.38753858253732953
check if the condition for delivery is right . , you are not in korea . ,0.38753858253732953
please let me know where i can adjust the heat temperature . , you are . ,0.037829991229878616
please let me know what i can do in this situation . , is you is too . ,0.16490932887256968
if i arrive there little bit late please understand me . , don t it . ,0.12287673380733741
please bring a little bit of hot water . , do you have to be a lot . ,0.6240195441936915
tell me what to be cautious to . , you are not good to you . ,0.6337834876616586
please check out and adjust this problem . , you will be . ,0.2601300475114445
i couldn t bring the book so please print it . , i don t have to be . ,0.45691722266180906
please tell me the reason you do not take your stuffs . , do there . ,0.044987694731062185
please send slipper you brought on monday . , do you have a lot . ,0.5444460596606694
please enter the correct project name . , do there is . ,0.33401359264888447
firstly clean the inner part of this product . , the is is the problem . ,0.4608636396914616
send me a good one because i finished paying with paypal . , do you have a good time . ,0.25307989573458556
when you come back please let me know first . , you are very important . ,0.2925637512788283
check if our baggage arrived safely please . , do not do not . ,0.3670124608961283
please send it with another product tomorrow . , you have to be here . ,0.45782273986766686
please go again and pick up my friend . , do you have to go . ,0.4608636396914616
please put the books back after you have read them . , are is very important . ,0.20142070913129906
please hand in after you check and revise the two problems . , do you have a lot . ,0.27952792741962756
give me an oxygen bleach or bleach . , do there is it . ,0.3670124608961283
please inform a problem accurately . , do you are . ,0.42888194248035344
please accept my request this time . , you are too . ,0.33401359264888447
next time if there s a homework please let me know . , do you are . ,0.09569649651041094
you can tell me if there is any problem . , do you have to be good . ,0.476273899703797
let me know the checking standards of product in japan . , do not have the new time . ,0.4128713178810563
claim all payment you made at to us . , are not to do . ,0.35733817274964674
write down the serial number and send the invoice back to us . , you will be in the product . ,0.310263420349682
please bring in all the boxes except for the original one . , do not have a lot . ,0.23505403213046533
yes remove the cover and put the sponge in . , do you have . ,0.15777684932819508
